SongName,ArtistName,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,URL,cluster
overwhelmed,Royal & the Serpent,73,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030,https://i.scdn.co/image/ab67616d0000b273406c79c19c702998ece57d7f,0
Mad at Disney,salem ilese,55,0.728,0.794,1,-3.992,1,0.0635,0.148,0.0,0.0688,0.523,112.071,194360,https://i.scdn.co/image/ab67616d0000b273d593820d1884e330cf258727,2
Fallin’ (Adrenaline),Why Don't We,56,0.701,0.789,6,-5.399,1,0.0395,0.0661,1.89e-05,0.222,0.375,109.99,136364,https://i.scdn.co/image/ab67616d0000b273a59fe305e5504a51fa413d29,2
Welcome to Wonderland,Anson Seabra,50,0.741,0.855,7,-4.603,1,0.0372,0.00166,0.0042,0.285,0.756,123.988,146413,https://i.scdn.co/image/ab67616d0000b27346113e087787563c203a6f3e,2
Freaks,Jordan Clarke,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,https://i.scdn.co/image/ab67616d0000b2739efda673310de265a2c1cf1f,2
Psycho,Maisie Peters,81,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,https://i.scdn.co/image/ab67616d0000b273d492ab4a1950dcfe213ab8d2,2
everything sucks,vaultboy,42,0.546,0.848,11,-2.577,1,0.052,0.0315,2.82e-06,0.252,0.873,165.964,169814,https://i.scdn.co/image/ab67616d0000b2730a47a8c37f83710d4ce75362,2
The Way You Felt,Alec Benjamin,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,https://i.scdn.co/image/ab67616d0000b2730c8a0405b0035e48ab780eec,2
Guess That's Love,Ryan Mack,59,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999,https://i.scdn.co/image/ab67616d0000b273f84c003d22b410ed1d15e6d7,2
Funny Story,Cate,73,0.674,0.568,1,-6.356,1,0.0408,0.116,0.0,0.165,0.64,166.107,174800,https://i.scdn.co/image/ab67616d0000b273c741c6992ec0892c7e3f35b5,2
Don’t Give Up On Me,Andy Grammer,70,0.369,0.403,3,-7.996,1,0.0259,0.827,0.0541,0.106,0.177,154.899,241917,https://i.scdn.co/image/ab67616d0000b2736012829a32ed0e4c084e693b,0
Broke,Ryan Mack,76,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,https://i.scdn.co/image/ab67616d0000b27343a17898d5a7a94e2277c4a0,2
CHICKEN TENDIES,Clinton Kane,88,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,https://i.scdn.co/image/ab67616d0000b27358e57c68f015f1c31030e35e,0
fairytales,Gabby Sophia,87,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,269560,https://i.scdn.co/image/ab67616d0000b27349a39e0e4102b862ccee0fb0,0
Aadmi Chutiya Hai,Rahgir,77,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,229400,https://i.scdn.co/image/ab67616d0000b273305b9c872312e6fac4071d08,0
Pran,Ritviz,73,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,https://i.scdn.co/image/ab67616d0000b27380a4dfbc97f53484f02e2fbb,2
WAP,Zane Hijazi,81,0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,252534,https://i.scdn.co/image/ab67616d0000b273c450c89d3eb750d3535b0a0c,0
O.D.D.,Hey Violet,62,0.531,0.224,2,-10.878,1,0.0293,0.874,0.0,0.111,0.276,74.98,200563,https://i.scdn.co/image/ab67616d0000b273f543c5344074c07618c3340d,0
Pal Behta Jaaye,Vismay Patel,80,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.68e-06,0.112,0.446,107.993,242974,https://i.scdn.co/image/ab67616d0000b2736b6090cf9a39d46df41fb121,2
Hoodie,Hey Violet,79,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,237933,https://i.scdn.co/image/ab67616d0000b27317137b399060d8644c4d16c2,0
Sorry That I Do That,Anna Clendening,0,0.523,0.607,1,-4.754,0,0.03,0.512,0.0,0.106,0.0651,145.837,217867,https://i.scdn.co/image/ab67616d0000b27379022cd5c424b7c85fa51f99,0
The Last Goodbye,The Kills,54,0.79,0.625,0,-6.691,1,0.068,0.00127,0.000807,0.0786,0.773,128.975,318052,https://i.scdn.co/image/ab67616d0000b273f08e77f631dfa98ca0a0a5a2,2
I Need Some Sleep,Eels,0,0.523,0.607,1,-4.754,0,0.03,0.512,0.0,0.106,0.0651,145.837,217867,https://i.scdn.co/image/ab67616d0000b273869ccada309ed2ac9343742f,0
Tohfa,Vayu,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,https://i.scdn.co/image/ab67616d0000b2739db81cbcd20382c800f70c9a,2
If You’re Gonna Leave - Bvrnout Remix,PLVTINUM,59,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999,https://i.scdn.co/image/ab67616d0000b273ae4bb9be984b833f0bf192f7,2
Weak,AJR,76,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,https://i.scdn.co/image/ab67616d0000b2733727747677b081c7d8c126f2,2
Fall With Me,Aaron Doh,88,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040,https://i.scdn.co/image/ab67616d0000b273c7fcfe8e0608dc29dadc0af1,0
Bang!,AJR,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,https://i.scdn.co/image/ab67616d0000b2730f0e7900a102aaa70ed30d3e,2
Come My Way,PLVTINUM,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,186022,https://i.scdn.co/image/ab67616d0000b273a6296dd9f8acc8c90ecbdfc1,1
Friendly Neighborhood Poltergeist,Rory Webley,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,https://i.scdn.co/image/ab67616d0000b273b9fdc6904159a5ab7861a21f,2
Boom,Zane Hijazi,79,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,https://i.scdn.co/image/ab67616d0000b273961f09591e3341727600006f,2
Idk,Bruce Wiegner,76,0.728,0.431,6,-9.966,0,0.0622,0.749,0.0,0.0996,0.629,130.022,147800,https://i.scdn.co/image/ab67616d0000b273f9d66911f25fcb4b3b7d5cd3,0
Spicy (feat. Post Malone),Ty Dolla $ign,72,0.635,0.554,2,-3.975,0,0.0343,0.134,0.0,0.116,0.315,156.822,196147,https://i.scdn.co/image/ab67616d0000b2739b6cff14d6cdf4b6a2be3a4f,2
emotions,iann dior,81,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885,https://i.scdn.co/image/ab67616d0000b273b79509ce58a7d556815059e0,2
Hard Work Pays Off,Future,0,0.523,0.607,1,-4.754,0,0.03,0.512,0.0,0.106,0.0651,145.837,217867,https://i.scdn.co/image/ab67616d0000b273644c510e8d4c02ae69028297,0
ROCKSTAR (feat. Roddy Ricch),DaBaby,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,https://i.scdn.co/image/ab67616d0000b27320e08c8cc23f404d723b5647,2
Love Yourz,J. Cole,76,0.706,0.824,0,-7.959,1,0.0694,0.355,0.000133,0.111,0.86,94.98,132000,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,2
Woah,Lil Baby,53,0.329,0.277,10,-13.111,0,0.0302,0.971,0.024,0.0971,0.121,159.719,289560,https://i.scdn.co/image/ab67616d0000b273a2bd351ce3447cd550372168,0
Let Me Down Slowly / Main Dhoondne Ko Zamaane (Medley),Abstract Cartoons,91,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,https://i.scdn.co/image/ab67616d0000b2739bb2d30b01ac2cada8a8ad03,1
Habits of My Heart - EP Version,Jaymes Young,0,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,243907,https://i.scdn.co/image/ab67616d0000b273305bc2b4f6eab97a390a21b3,0
All Good Things (Come To An End),Nelly Furtado,0,0.552,0.783,7,-4.138,0,0.0504,0.00887,0.00026,0.0954,0.575,79.984,231413,https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2,2
Each Coming Night,Iron & Wine,68,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,https://i.scdn.co/image/ab67616d0000b273031c73667e732e3e208a6328,2
Beige,Yoke Lore,54,0.695,0.62,8,-8.082,0,0.0521,0.0881,5.43e-05,0.111,0.62,150.032,194900,https://i.scdn.co/image/ab67616d0000b273f471411c4c4cc6e17d0bb759,2
Rosyln,Bon Iver,57,0.545,0.686,10,-4.081,1,0.0665,0.00265,0.0,0.477,0.486,127.996,186493,https://i.scdn.co/image/ab67616d0000b273c1399042ffe4156cc27dccbb,1
Unconditionally,Katy Perry,82,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,197993,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,2
You Are The Reason,Calum Scott,50,0.467,0.506,9,-9.271,1,0.029,0.648,3.21e-05,0.128,0.218,97.132,184853,https://i.scdn.co/image/ab67616d0000b273f2d671c22b70e01b78a618a8,0
Sad Song (feat. Elena Coats),We The Kings,0,0.811,0.507,5,-7.161,0,0.117,0.0146,2.14e-06,0.342,0.438,111.016,200680,https://i.scdn.co/image/ab67616d0000b273734dbf67d585a457a8d2b676,1
Run to You,Lea Michele,78,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,https://i.scdn.co/image/ab67616d0000b2731dee97ba6f2264197cfd7657,2
One Call Away,Charlie Puth,78,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,220781,https://i.scdn.co/image/ab67616d0000b27315145482a542a9adb282250b,2
When I Was Your Man,Bruno Mars,58,0.724,0.71,0,-7.383,0,0.0462,0.0126,0.00163,0.0857,0.212,122.056,153443,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,2
Little Do You Know,Alex & Sierra,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,https://i.scdn.co/image/ab67616d0000b273e43c5c123c01326fd8bb840a,2
Someone You Loved,Lewis Capaldi,76,0.615,0.774,4,-5.152,0,0.0551,0.0173,0.0,0.15,0.336,136.887,191364,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,2
the words,Christina Perri,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b273891b5348358ee43343077db2,2
"Gone, Gone, Gone",Phillip Phillips,71,0.715,0.778,6,-6.546,0,0.0365,0.0152,0.0,0.121,0.756,123.954,166925,https://i.scdn.co/image/ab67616d0000b2735c75f5e02580f4c0c3e80e8e,2
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,82,0.68,0.553,0,-7.116,1,0.042,0.409,0.0,0.0847,0.352,99.999,198221,https://i.scdn.co/image/ab67616d0000b273633a2d775747bccfbcb17a45,2
Heart By Heart,Demi Lovato,74,0.528,0.627,11,-3.719,1,0.0373,0.0107,0.0,0.529,0.295,139.988,180371,https://i.scdn.co/image/ab67616d0000b2734cae063f4a4cd704c3d8d9e6,1
Just the Way You Are,Bruno Mars,56,0.551,0.381,2,-8.919,1,0.203,0.748,0.0,0.135,0.271,97.216,176372,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,0
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,70,0.647,0.642,9,-7.306,0,0.0743,0.262,0.0,0.134,0.48,90.045,164167,https://i.scdn.co/image/ab67616d0000b273b5cd57e4ee19e4f85f6af5dd,2
The Music,Kideko,59,0.894,0.492,1,-4.692,1,0.104,0.0295,1.22e-06,0.14,0.397,100.041,152532,https://i.scdn.co/image/ab67616d0000b273c4f557b55f2c572a3ff39e23,2
All of Me,John Legend,83,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,1
human,Christina Perri,96,0.736,0.704,3,-7.409,0,0.0615,0.0203,0.0,0.0501,0.894,149.995,212000,https://i.scdn.co/image/ab67616d0000b27390a788beadaad34ff684d3ec,2
Say Something,A Great Big World,95,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747,https://i.scdn.co/image/ab67616d0000b2739e2acbb00244d6da17edb0cf,2
The One That Got Away,Katy Perry,67,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023,https://i.scdn.co/image/ab67616d0000b273f619042d5f6b2149a4f5e0ca,2
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,93,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,https://i.scdn.co/image/ab67616d0000b2736bdee14242f244d9d6ddf2fd,2
Everything I Need,Skylar Grey,93,0.714,0.8,11,-4.808,0,0.0504,0.127,0.0,0.359,0.589,134.002,211560,https://i.scdn.co/image/ab67616d0000b2736bf004415057be1e79a22ec1,2
Set Fire to the Rain,Adele,95,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,https://i.scdn.co/image/ab67616d0000b273164feb363334f93b6458d2a9,2
Say You Won't Let Go,James Arthur,91,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,137704,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,1
You & I,One Direction,89,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,https://i.scdn.co/image/ab67616d0000b2731f61c5b9c469a9050438d249,2
Surrender,Natalie Taylor,90,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,https://i.scdn.co/image/ab67616d0000b273f0b277bc5565bf503759cfbe,2
Not About Angels,Birdy,87,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,https://i.scdn.co/image/ab67616d0000b273a7a7f6236a9219ffc8e9054c,2
Little Talks,Of Monsters and Men,90,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,2
We Are Young (feat. Janelle Monáe),fun.,92,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,https://i.scdn.co/image/ab67616d0000b273a036e1724bc7f2bab15cfda8,0
Somebody That I Used To Know - 4FRNT Remix,Gotye,0,0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,https://i.scdn.co/image/ab67616d0000b273e72715688f633bf309ce1142,2
Sweet but Psycho,Ava Max,67,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,220730,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,0
wannabe,renforshort,83,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,https://i.scdn.co/image/ab67616d0000b27378d4822ea994760c931fb4e0,0
Dandelion,Gabbie Hanna,76,0.783,0.435,7,-7.78,1,0.0588,0.282,0.0,0.0833,0.512,106.974,210220,https://i.scdn.co/image/ab67616d0000b27397e971f3e53475091dc8d707,2
do re mi,blackbear,97,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,141806,https://i.scdn.co/image/ab67616d0000b2736c112ab47442b526755ffe36,2
Selfish Love (with Selena Gomez) - Tiësto Remix,DJ Snake,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,https://i.scdn.co/image/ab67616d0000b273f3fe13f56ce3ee27747c44ad,2
Come & Get It,Selena Gomez,54,0.79,0.625,0,-6.691,1,0.068,0.00127,0.000807,0.0786,0.773,128.975,318052,https://i.scdn.co/image/ab67616d0000b2730e36690135fa1a30d048e604,2
Vulnerable,Selena Gomez,80,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,2
Boyfriend,Selena Gomez,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,https://i.scdn.co/image/ab67616d0000b273f1d02a6cec967f8b6b78f76e,2
Rare,Selena Gomez,82,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,1
People You Know,Selena Gomez,72,0.606,0.784,7,-6.293,1,0.268,0.435,0.0,0.689,0.48,80.985,278573,https://i.scdn.co/image/ab67616d0000b2732abcc266597eb46f897a8666,1
Round & Round,Selena Gomez & The Scene,84,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,https://i.scdn.co/image/ab67616d0000b27352cf4aae10ce89b592de6960,2
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,86,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,166606,https://i.scdn.co/image/ab67616d0000b2736680b3854ec9cd3db9a94cc2,2
She,Selena Gomez,57,0.443,0.579,6,-6.517,0,0.187,0.125,0.0,0.284,0.256,83.827,240437,https://i.scdn.co/image/ab67616d0000b273e161b7d9548d5cb40af46639,1
Love Will Remember,Selena Gomez,82,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,0.425,180.051,189323,https://i.scdn.co/image/ab67616d0000b2730e36690135fa1a30d048e604,1
Wolves,Selena Gomez,86,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385,https://i.scdn.co/image/ab67616d0000b273307910d4242c0d6b1fedf955,2
Only You,Selena Gomez,79,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387,https://i.scdn.co/image/ab67616d0000b273890f59e64d3eb72310ae9977,2
Hands To Myself,Selena Gomez,73,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,207030,https://i.scdn.co/image/ab67616d0000b2736bc7473df6c9d1fd90972e84,0
Fetish (feat. Gucci Mane),Selena Gomez,78,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,179053,https://i.scdn.co/image/ab67616d0000b2736a958ff9ae0c40b9771c19c4,2
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,80,0.749,0.535,4,-6.785,1,0.0336,0.0131,3.65e-05,0.0982,0.601,123.042,196607,https://i.scdn.co/image/ab67616d0000b273e105c410a7b390c61a58cbf8,2
@ my worst,blackbear,78,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,180566,https://i.scdn.co/image/ab67616d0000b27360abdbdec59611ee3c18fb95,2
Stupid Feelings,220 KID,59,0.636,0.335,11,-13.327,1,0.966,0.993,0.0,0.342,0.561,161.68,35240,https://i.scdn.co/image/ab67616d0000b27346a21b1bbc9ca95aa566d759,1
Better Days,Dermot Kennedy,67,0.809,0.737,1,-5.186,1,0.108,0.0441,0.0,0.341,0.367,80.025,226938,https://i.scdn.co/image/ab67616d0000b27359a3d5c459ba5c91486f6157,2
papercuts,Machine Gun Kelly,67,0.809,0.737,1,-5.186,1,0.108,0.0441,0.0,0.341,0.367,80.025,226938,https://i.scdn.co/image/ab67616d0000b273a6afaa2b177a38c68451b0be,2
Walking Away,Chelsea Cutler,76,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,https://i.scdn.co/image/ab67616d0000b2737c2e92fb2302f8e8fcd9b389,1
Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),Martin Garrix,80,0.75,0.789,0,-5.058,1,0.0647,0.0148,0.0,0.501,0.467,135.954,269573,https://i.scdn.co/image/ab67616d0000b27356c47605c954e4733893416d,1
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,32,0.713,0.597,7,-6.746,1,0.0322,0.61,0.0,0.0992,0.62,120.069,554000,https://i.scdn.co/image/ab67616d0000b273ba26678947112dff3c3158bf,2
SHUM,Go_A,50,0.507,0.387,0,-7.391,1,0.0272,0.844,0.0,0.0868,0.292,139.876,541675,https://i.scdn.co/image/ab67616d0000b2730cef476af39956e71ff4ae2c,0
Pure Water (with Migos),Mustard,55,0.531,0.811,2,-5.474,1,0.0418,0.44,0.0,0.195,0.451,149.897,553430,https://i.scdn.co/image/ab67616d0000b27393b1e96fad758869d0974162,2
Legendary (feat. Gunna),Tyga,53,0.28,0.745,2,-4.523,1,0.0929,0.326,0.0,0.0933,0.186,80.687,223399,https://i.scdn.co/image/ab67616d0000b273d38a9c6e4fcfeb128f111f6b,0
"Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",Young Thug,60,0.762,0.718,1,-5.039,1,0.12,0.105,1.93e-06,0.118,0.718,98.019,207781,https://i.scdn.co/image/ab67616d0000b273c2cb76ace3066d4c069b1102,2
I Know You so Well,Sarah Meow,78,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,250760,https://i.scdn.co/image/ab67616d0000b2739003c50016525b4bc013e8e8,1
Rumors (feat. Cardi B),Lizzo,78,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,243491,https://i.scdn.co/image/ab67616d0000b273324290e5b99a797b99e247bb,1
Take My Breath,The Weeknd,84,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,183624,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,0
Beggin',Måneskin,81,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,https://i.scdn.co/image/ab67616d0000b273fa0ab3a28b5c52d8a5f97045,2
Happier Than Ever,Billie Eilish,85,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2
2055,Sleepy Hallow,72,0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,191293,https://i.scdn.co/image/ab67616d0000b27378376f650afd63698b82e4b1,2
Don't Go Yet,Camila Cabello,80,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,https://i.scdn.co/image/ab67616d0000b273d24bb6aa36842e45bdd3d1cc,2
Pepas,Farruko,53,0.28,0.745,2,-4.523,1,0.0929,0.326,0.0,0.0933,0.186,80.687,223399,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad,0
traitor,Olivia Rodrigo,55,0.531,0.811,2,-5.474,1,0.0418,0.44,0.0,0.195,0.451,149.897,553430,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2
I WANNA BE YOUR SLAVE,Måneskin,72,0.686,0.73,6,-5.077,0,0.374,0.278,4.76e-05,0.106,0.474,128.943,191600,https://i.scdn.co/image/ab67616d0000b2735aa05015cfa7bd2943c29b21,1
Skate,Bruno Mars,72,0.701,0.554,1,-5.909,1,0.187,0.217,1.45e-06,0.419,0.0634,97.129,235187,https://i.scdn.co/image/ab67616d0000b273713edf92606d0ed09b2f1905,1
Woman,Doja Cat,86,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,1
Volví,Aventura,92,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,https://i.scdn.co/image/ab67616d0000b27312bcec4f18ee130369ce170c,2
Love Tonight - Edit,Shouse,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,https://i.scdn.co/image/ab67616d0000b27381376e47003d45f6513b5657,1
Motley Crew,Post Malone,80,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,https://i.scdn.co/image/ab67616d0000b2733520e90ee2daf6000ab507cb,1
Permission to Dance,BTS,73,0.365,0.443,7,-10.11,1,0.0235,0.0472,1.44e-06,0.344,0.149,93.953,271533,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,0
Todo De Ti,Rauw Alejandro,79,0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989,172598,https://i.scdn.co/image/ab67616d0000b273d9525f27b0a9e25b1fa21230,2
Chosen (feat. Ty Dolla $ign),Blxst,0,0.461,0.803,9,-3.518,1,0.0564,0.114,7.47e-05,0.225,0.237,136.18,188000,https://i.scdn.co/image/ab67616d0000b2734dd2991fe759c7205f31eabb,2
Just for me,PinkPantheress,73,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,209693,https://i.scdn.co/image/ab67616d0000b27312c2eefb1d28509c632d915d,2
HALF HEARTED,We Three,67,0.698,0.769,8,-7.154,1,0.0368,0.0128,0.00166,0.238,0.354,121.02,339023,https://i.scdn.co/image/ab67616d0000b273be0b963f64525f4efbd9e704,2
Fall,Eminem,79,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,363521,https://i.scdn.co/image/ab67616d0000b273f3508855e1fd44d447a3413b,1
Darkness,Eminem,70,0.939,0.551,1,-9.126,1,0.291,0.0311,0.0,0.192,0.42,118.552,337941,https://i.scdn.co/image/ab67616d0000b273a50c0640db29b4e4d3a5927a,1
Lucky You (feat. Joyner Lucas),Eminem,77,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,https://i.scdn.co/image/ab67616d0000b273e4073def0c03a91e3fceaf73,2
Paul - Skit,Paul Rosenberg,61,0.329,0.45,2,-6.312,0,0.0405,0.594,0.0,0.13,0.284,80.095,262987,https://i.scdn.co/image/ab67616d0000b273e4073def0c03a91e3fceaf73,0
Greatest,Eminem,81,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,186022,https://i.scdn.co/image/ab67616d0000b27309c9bf421422262c368009d6,1
Venom - Music From The Motion Picture,Eminem,84,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926,https://i.scdn.co/image/ab67616d0000b2731b95097dd6e47dfb02b315c8,1
Hanuman Chalisa,Shankar Mahadevan,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,https://i.scdn.co/image/ab67616d0000b2736d9a2050e82ce05424dca5aa,2
Shree Hanuman Chalisa,Hariharan,79,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729,https://i.scdn.co/image/ab67616d0000b2736d9a2050e82ce05424dca5aa,2
Shekhar Ravjiani's Hanuman Chalisa,Shekhar Ravjiani,81,0.53,0.593,5,-7.286,1,0.0545,0.385,0.0,0.314,0.538,125.723,158537,https://i.scdn.co/image/ab67616d0000b2737c5998c431928761be05496c,2
